id,dateAdded,dateUpdated,address,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.currency,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province,name
AVz3Y-7h3D1zeR_xDAqm,2017-06-30T05:05:40Z,2019-05-01T15:43:09Z,4203 E Kiehl Ave,Sherwood,US,us/ar/sherwood/4203ekiehlave/-1051391616,34.8323,-92.1838,http://www.citysearch.com/profile/menu/1550074?singlePlatformId=shotgun-dans-pizza,7.98,7.98,USD,72120,USD,0,25,AR,Shotgun Dans Pizza
AVweGPFF_7pvs4fzAAzQ,2016-04-02T04:02:49Z,2019-05-01T15:27:50Z,25 E Camelback Rd,Phoenix,US,us/az/phoenix/25ecamelbackrd/-727422936,33.509266,-112.073044,,6,6,USD,85012,USD,0,25,AZ,Sauce Pizza Wine
AVwdRGa9_7pvs4fz4E3K,2016-03-03T18:39:49Z,2019-05-01T12:52:25Z,3703 Paxton Ave,Cincinnati,US,us/oh/cincinnati/3703paxtonave/-619797122,39.144883,-84.432685,http://www.citysearch.com/profile/menu/8160503?singlePlatformId=mios-pizzeria-4,6.49,6.49,USD,45209,USD,0,25,OH,Mios Pizzeria
AVwdX4psIN2L1WUfvJB1,2016-03-29T05:08:59Z,2019-05-01T12:52:20Z,30495 John R Rd,Madison Heights,US,us/mi/madisonheights/30495johnrrd/-874863116,42.516669,-83.10663,,5.99,5.99,USD,48071,USD,25,40,MI,Hungry Howies Pizza
AVwdaeTtkufWRAb55pSH,2016-03-31T02:34:04Z,2019-05-01T12:50:45Z,3600 Eastern Ave,Baltimore,US,us/md/baltimore/3600easternave/-1270965359,39.28663,-76.566984,,5.49,5.49,USD,21224,USD,0,25,MD,Spartan Pizzeria
AVwdaeTtkufWRAb55pSH,2016-03-31T02:34:04Z,2019-05-01T12:50:45Z,3600 Eastern Ave,Baltimore,US,us/md/baltimore/3600easternave/-1270965359,39.28663,-76.566984,,10.99,10.99,USD,21224,USD,0,25,MD,Spartan Pizzeria
AVwckQhv_7pvs4fzwhpf,2016-04-22T02:28:48Z,2019-05-01T12:50:22Z,1834 Euclid Ave,Berkeley,US,us/ca/berkeley/1834euclidave/-1109825433,37.875496,-122.260345,,4.99,4.99,USD,94709,USD,0,25,CA,La Vals
AVwckQhv_7pvs4fzwhpf,2016-04-22T02:28:48Z,2019-05-01T12:50:22Z,1834 Euclid Ave,Berkeley,US,us/ca/berkeley/1834euclidave/-1109825433,37.875496,-122.260345,,5.39,5.39,USD,94709,USD,0,25,CA,La Vals
AVwcvnln_7pvs4fzyfqZ,2016-04-01T06:35:24Z,2019-05-01T12:49:06Z,4819 Kerry Forest Pkwy,Tallahassee,US,us/fl/tallahassee/4819kerryforestpkwy/879863405,30.537097,-84.215156,,2.5,2.5,USD,32309,USD,0,25,FL,Brickyard Pizza
AVwcvnln_7pvs4fzyfqZ,2016-04-01T06:35:24Z,2019-05-01T12:49:06Z,4819 Kerry Forest Pkwy,Tallahassee,US,us/fl/tallahassee/4819kerryforestpkwy/879863405,30.537097,-84.215156,,11.99,11.99,USD,32309,USD,0,25,FL,Brickyard Pizza
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,7.43,7.43,USD,49512,USD,25,40,MI,Carrabbas Italian Grill
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,18.21,18.21,USD,49512,USD,25,40,MI,Carrabbas Italian Grill
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,15.92,15.92,USD,49512,USD,25,40,MI,Carrabbas Italian Grill
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,7.43,7.43,USD,49512,USD,25,40,MI,Carrabbas Italian Grill
AVwc7s1wIN2L1WUfqehD,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,Glendora,US,us/ca/glendora/146nglendoraave/-1511428239,34.137502,-117.865331,http://www.singlepage.com/domenicos-jr,22,22,USD,91741,USD,0,25,CA,Domenicos Jr
AVwc7s1wIN2L1WUfqehD,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,Glendora,US,us/ca/glendora/146nglendoraave/-1511428239,34.137502,-117.865331,http://www.singlepage.com/domenicos-jr,11.5,11.5,USD,91741,USD,0,25,CA,Domenicos Jr
AVwc7s1wIN2L1WUfqehD,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,Glendora,US,us/ca/glendora/146nglendoraave/-1511428239,34.137502,-117.865331,http://www.singlepage.com/domenicos-jr,7,7,USD,91741,USD,0,25,CA,Domenicos Jr
AVwc2xOokufWRAb5zu4_,2016-05-24T00:41:59Z,2019-05-01T12:34:44Z,965 N Resler Dr,El Paso,US,us/tx/elpaso/965nreslerdr/1770159848,31.862409,-106.558431,http://www.citysearch.com/profile/menu/43189550?singlePlatformId=little-caesars-pizza-1507,5,5,USD,79912,USD,0,25,TX,Little Caesars Pizza
AVwcr0iskufWRAb5x6lr,2016-03-28T05:25:49Z,2019-05-01T12:28:47Z,8111 Rowlock Way,Raleigh,US,us/nc/raleigh/8111rowlockway/1763694843,35.884857,-78.737707,,11.99,11.99,USD,27613,USD,0,25,NC,Tonys Pizza
AVwdfIbIByjofQCxplnX,2016-06-14T02:11:51Z,2019-05-01T12:27:25Z,4111 Main St,Philadelphia,US,us/pa/philadelphia/4111mainst/-404553877,40.022413,-75.218579,,4.5,4.5,USD,19127,USD,0,25,PA,Mikes Pizza
AVwedtwTIN2L1WUf5Kjd,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,New Orleans,US,us/la/neworleans/4024canalst/1763771589,29.974032,-90.100317,,12.25,12.25,USD,70119,USD,25,40,LA,Theos Neighborhood Pizza
AVwedtwTIN2L1WUf5Kjd,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,New Orleans,US,us/la/neworleans/4024canalst/1763771589,29.974032,-90.100317,,12.25,12.25,USD,70119,USD,25,40,LA,Theos Neighborhood Pizza
AVwedtwTIN2L1WUf5Kjd,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,New Orleans,US,us/la/neworleans/4024canalst/1763771589,29.974032,-90.100317,,13.5,13.5,USD,70119,USD,25,40,LA,Theos Neighborhood Pizza
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,4.89,4.89,USD,32720,USD,0,25,FL,Hungry Howies Pizza
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,6.99,6.99,USD,32720,USD,0,25,FL,Hungry Howies Pizza
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,19.99,19.99,USD,32720,USD,0,25,FL,Hungry Howies Pizza
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,5,5,USD,32720,USD,0,25,FL,Hungry Howies Pizza
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,11.75,11.75,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,3.75,3.75,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,3.5,3.5,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,19.25,19.25,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,16.95,16.95,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,12.5,12.5,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,17.75,17.75,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,11.75,11.75,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,12.5,12.5,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,13.75,13.75,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,18.75,18.75,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,12,12,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,18.95,18.95,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,19.75,19.75,USD,10075,USD,25,40,NY,Salvos Pizzabar
AVwcjjQ4kufWRAb5weHv,2016-04-03T01:16:01Z,2019-05-01T06:26:18Z,9600 San Jose Blvd,Jacksonville,US,us/fl/jacksonville/9600sanjoseblvd/1770159848,30.204576,-81.785252,,7.99,7.99,USD,32257,USD,0,25,FL,Little Caesars Pizza
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,48187,USD,0,25,MI,Curry on Crust
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,48187,USD,0,25,MI,Curry on Crust
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,48187,USD,0,25,MI,Curry on Crust
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,48187,USD,0,25,MI,Curry on Crust
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,48187,USD,0,25,MI,Curry on Crust
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,48187,USD,0,25,MI,Curry on Crust
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,48187,USD,0,25,MI,Curry on Crust
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,48187,USD,0,25,MI,Curry on Crust
AVwcsjkFIN2L1WUfn4dB,2015-10-20T03:10:24Z,2019-04-30T18:38:15Z,1253 Jacklin Rd,Milpitas,US,us/ca/milpitas/1253jacklinrd/-66718653,37.4478,-121.8878,,9.2,9.2,USD,95035,USD,0,25,CA,Pizza Box
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,4.99,4.99,USD,12603,USD,0,25,NY,Tonys Pizza Pit
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,18.99,18.99,USD,12603,USD,0,25,NY,Tonys Pizza Pit
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,18.99,18.99,USD,12603,USD,0,25,NY,Tonys Pizza Pit
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,10.99,10.99,USD,12603,USD,0,25,NY,Tonys Pizza Pit
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,19.99,19.99,USD,12603,USD,0,25,NY,Tonys Pizza Pit
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,1.99,1.99,USD,12603,USD,0,25,NY,Tonys Pizza Pit
AVwcoEiNIN2L1WUfnF36,2016-03-28T05:33:02Z,2019-04-30T15:36:38Z,2221 Browning Dr,Arlington,US,us/tx/arlington/2221browningdr/1023837469,32.707464,-97.085036,,6.95,6.95,USD,76010,USD,25,40,TX,Italy Pizza Pasta Subs
AVwcoEiNIN2L1WUfnF36,2016-03-28T05:33:02Z,2019-04-30T15:36:38Z,2221 Browning Dr,Arlington,US,us/tx/arlington/2221browningdr/1023837469,32.707464,-97.085036,,12.95,12.95,USD,76010,USD,25,40,TX,Italy Pizza Pasta Subs
AVwcoEiNIN2L1WUfnF36,2016-03-28T05:33:02Z,2019-04-30T15:36:38Z,2221 Browning Dr,Arlington,US,us/tx/arlington/2221browningdr/1023837469,32.707464,-97.085036,,1,1,USD,76010,USD,25,40,TX,Italy Pizza Pasta Subs
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,8.99,8.99,USD,85710,USD,25,40,AZ,Hungry Howies Pizza
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,11.99,11.99,USD,85710,USD,25,40,AZ,Hungry Howies Pizza
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,8.99,8.99,USD,85710,USD,25,40,AZ,Hungry Howies Pizza
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,11.99,11.99,USD,85710,USD,25,40,AZ,Hungry Howies Pizza
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,8.49,8.49,USD,85710,USD,25,40,AZ,Hungry Howies Pizza
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,11.99,11.99,USD,85710,USD,25,40,AZ,Hungry Howies Pizza
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,5.99,5.99,USD,85710,USD,25,40,AZ,Hungry Howies Pizza
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,7.99,7.99,USD,85710,USD,25,40,AZ,Hungry Howies Pizza
AWESAELwa4HuVbedMwTP,2018-01-20T05:17:24Z,2019-04-30T15:28:51Z,1250 Gen. Washington Blvd.,Washington Crossing,US,us/pa/washingtoncrossing/1250gen.washingtonblvd./-1256009802,40.292365,-74.872428,,17,17,USD,18977,USD,0,25,PA,Dominicks Pizzeria Italian Restaurant
AWESAELwa4HuVbedMwTP,2018-01-20T05:17:24Z,2019-04-30T15:28:51Z,1250 Gen. Washington Blvd.,Washington Crossing,US,us/pa/washingtoncrossing/1250gen.washingtonblvd./-1256009802,40.292365,-74.872428,,21,21,USD,18977,USD,0,25,PA,Dominicks Pizzeria Italian Restaurant
AVwdUCT-_7pvs4fz4j3w,2016-04-01T06:29:54Z,2019-04-30T15:28:26Z,3860 N Long Lake Rd,Traverse City,US,us/mi/traversecity/3860nlonglakerd/206725212,44.757113,-85.652529,,10.49,10.49,USD,49684,USD,0,25,MI,Thats a Pizza
AVwdUCT-_7pvs4fz4j3w,2016-04-01T06:29:54Z,2019-04-30T15:28:26Z,3860 N Long Lake Rd,Traverse City,US,us/mi/traversecity/3860nlonglakerd/206725212,44.757113,-85.652529,,4.85,4.85,USD,49684,USD,0,25,MI,Thats a Pizza
AV1h2sbCa4HuVbed7cM1,2017-07-20T21:15:13Z,2019-04-30T15:27:10Z,1612 Franklin St,Michigan City,US,us/in/michigancity/1612franklinst/-900142234,41.707275,-86.896541,http://www.citysearch.com/profile/menu/3995988?singlePlatformId=albanos-villa,12.05,12.05,USD,46360,USD,0,25,IN,Albanos Villa
AV1h2sbCa4HuVbed7cM1,2017-07-20T21:15:13Z,2019-04-30T15:27:10Z,1612 Franklin St,Michigan City,US,us/in/michigancity/1612franklinst/-900142234,41.707275,-86.896541,http://www.citysearch.com/profile/menu/3995988?singlePlatformId=albanos-villa,1.75,1.75,USD,46360,USD,0,25,IN,Albanos Villa
AVzBAZ_fLD2H7whiWJVU,2017-06-19T15:38:48Z,2019-04-30T15:26:50Z,1237 Greeley Ave,Warminster,US,us/pa/warminster/1237greeleyave/-1002138912,40.213458,-75.070133,,12.99,12.99,USD,18974,USD,25,40,PA,Tonys Place Bar and Grille
AVzBAZ_fLD2H7whiWJVU,2017-06-19T15:38:48Z,2019-04-30T15:26:50Z,1237 Greeley Ave,Warminster,US,us/pa/warminster/1237greeleyave/-1002138912,40.213458,-75.070133,,9.25,9.25,USD,18974,USD,25,40,PA,Tonys Place Bar and Grille
AVzBAZ_fLD2H7whiWJVU,2017-06-19T15:38:48Z,2019-04-30T15:26:50Z,1237 Greeley Ave,Warminster,US,us/pa/warminster/1237greeleyave/-1002138912,40.213458,-75.070133,,5.95,5.95,USD,18974,USD,25,40,PA,Tonys Place Bar and Grille
AVwcu-Fk_7pvs4fzyYOQ,2016-03-31T02:02:37Z,2019-04-30T15:22:03Z,121 E Seneca St,Sherrill,US,us/ny/sherrill/121esenecast/118894484,43.076696,-75.597597,http://www.citysearch.com/profile/menu/7687514?singlePlatformId=sherrill-new-york-pizzeria,1.5,1.5,USD,13461,USD,0,25,NY,Sherrill New York Pizzeria
AVwdE0JU_7pvs4fz2AYn,2016-03-28T05:32:26Z,2019-04-30T09:38:32Z,1321 E Colorado St,Glendale,US,us/ca/glendale/1321ecoloradost/-66718652,34.142767,-118.236607,,12,12,USD,91205,USD,0,25,CA,Pizza Boy
AVweELF0ByjofQCxu91y,2016-04-16T16:39:25Z,2019-04-30T09:38:19Z,550 Grant St,Denver,US,us/co/denver/550grantst/273941150,39.725069,-104.983255,,19.99,19.99,USD,80203,USD,0,25,CO,Cosmos Pizza
AVweELF0ByjofQCxu91y,2016-04-16T16:39:25Z,2019-04-30T09:38:19Z,550 Grant St,Denver,US,us/co/denver/550grantst/273941150,39.725069,-104.983255,,11.99,11.99,USD,80203,USD,0,25,CO,Cosmos Pizza
AVwdzigvIN2L1WUfzXzz,2016-04-01T07:05:15Z,2019-04-30T09:35:50Z,22 Newbridge Rd,Hicksville,US,us/ny/hicksville/22newbridgerd/-419087985,40.767099,-73.527878,,1.75,1.75,USD,11801,USD,0,25,NY,Piazza Pizza
AVwd95bD_7pvs4fz-2aw,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.925755,-78.761238,,22.49,22.49,USD,14225,USD,0,25,NY,Macys Place Pizzeria
AVwd95bD_7pvs4fz-2aw,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.925755,-78.761238,,22.49,22.49,USD,14225,USD,0,25,NY,Macys Place Pizzeria
AVwd95bD_7pvs4fz-2aw,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.925755,-78.761238,,7.99,5.49,USD,14225,USD,0,25,NY,Macys Place Pizzeria
AVwd95bD_7pvs4fz-2aw,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.925755,-78.761238,,4.99,4.99,USD,14225,USD,0,25,NY,Macys Place Pizzeria
AVwd95bD_7pvs4fz-2aw,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.925755,-78.761238,,32.99,12.99,USD,14225,USD,0,25,NY,Macys Place Pizzeria
AVwd95bD_7pvs4fz-2aw,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.925755,-78.761238,,11.99,4.99,USD,14225,USD,0,25,NY,Macys Place Pizzeria
AVwd95bD_7pvs4fz-2aw,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.925755,-78.761238,,15.99,15.99,USD,14225,USD,0,25,NY,Macys Place Pizzeria
AVwd95bD_7pvs4fz-2aw,2016-03-23T04:04:45Z,2019-04-30T09:33:08Z,3348 Genesee St,Buffalo,US,us/ny/buffalo/3348geneseest/1670701308,42.925755,-78.761238,,17.99,17.99,USD,14225,USD,0,25,NY,Macys Place Pizzeria
AVwdumb4_7pvs4fz8t54,2016-04-08T12:29:58Z,2019-04-30T09:26:52Z,8110 W Union Hills Dr,Glendale,US,us/az/glendale/8110wunionhillsdr/-2031720203,33.65357,-112.233595,,16.99,16.99,USD,85308,USD,0,25,AZ,Arizona Pizza Company
AVwdumb4_7pvs4fz8t54,2016-04-08T12:29:58Z,2019-04-30T09:26:52Z,8110 W Union Hills Dr,Glendale,US,us/az/glendale/8110wunionhillsdr/-2031720203,33.65357,-112.233595,,4.29,4.29,USD,85308,USD,0,25,AZ,Arizona Pizza Company
AVwczgYSkufWRAb5zNBx,2016-08-03T21:10:12Z,2019-04-30T06:40:40Z,90 S Main St,Johnstown,US,us/oh/johnstown/90smainst/-2068272560,40.152074,-82.68329,,5.75,5.75,USD,43031,USD,0,30,OH,Pizzaburg
AVwdCZyb_7pvs4fz1mSG,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,US,us/nv/northlasvegas/2345ecentennialpkwy/236494560,36.274975,-115.11845,,11.99,11.99,USD,89081,USD,0,25,NV,DeLucias Pizzeria
AVwdCZyb_7pvs4fz1mSG,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,US,us/nv/northlasvegas/2345ecentennialpkwy/236494560,36.274975,-115.11845,,20.99,14.99,USD,89081,USD,0,25,NV,DeLucias Pizzeria
AVwdCZyb_7pvs4fz1mSG,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,US,us/nv/northlasvegas/2345ecentennialpkwy/236494560,36.274975,-115.11845,,17.99,11.99,USD,89081,USD,0,25,NV,DeLucias Pizzeria
AVwdCZyb_7pvs4fz1mSG,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,US,us/nv/northlasvegas/2345ecentennialpkwy/236494560,36.274975,-115.11845,,49.99,49.99,USD,89081,USD,0,25,NV,DeLucias Pizzeria
AVwdCZyb_7pvs4fz1mSG,2015-10-23T03:24:54Z,2019-04-28T16:45:28Z,2345 E Centennial Pkwy,North Las Vegas,US,us/nv/northlasvegas/2345ecentennialpkwy/236494560,36.274975,-115.11845,,9.99,9.99,USD,89081,USD,0,25,NV,DeLucias Pizzeria
